"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"285","Union Station Drive Northeast, Northeast Washington, Washington","1","7500 14th Street Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1774,1401,2246
"285","Union Station Drive Northeast, Northeast Washington, Washington","2","5300 43rd Street Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1954,1620,2356
"285","Union Station Drive Northeast, Northeast Washington, Washington","3","Massachusetts-39th Trail, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1542,1241,1914
"285","Union Station Drive Northeast, Northeast Washington, Washington","4","1600 21st Street Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1048,814,1347
"285","Union Station Drive Northeast, Northeast Washington, Washington","6","800 Mount Vernon Place Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",547,384,777
"285","Union Station Drive Northeast, Northeast Washington, Washington","7","1700 A Street Southeast, Southeast Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",753,576,983
"285","Union Station Drive Northeast, Northeast Washington, Washington","8","1600 North Portal Drive Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1970,1614,2403
"285","Union Station Drive Northeast, Northeast Washington, Washington","9","1400 Leegate Road Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1751,1309,2341
"285","Union Station Drive Northeast, Northeast Washington, Washington","11","Joyce Road Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1447,1135,1844
"285","Union Station Drive Northeast, Northeast Washington, Washington","13","7400 9th Street Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1373,1120,1682
"285","Union Station Drive Northeast, Northeast Washington, Washington","14","1300 Dahlia Street Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1661,1254,2199
"285","Union Station Drive Northeast, Northeast Washington, Washington","16","700 Elder Street Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1319,1042,1668
"285","Union Station Drive Northeast, Northeast Washington, Washington","17","6300 31st Street Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1490,1331,1666
"285","Union Station Drive Northeast, Northeast Washington, Washington","18","300 Carroll Street Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1133,891,1440
"285","Union Station Drive Northeast, Northeast Washington, Washington","19","500 Butternut Street Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1166,958,1418
"285","Union Station Drive Northeast, Northeast Washington, Washington","20","3200 Patterson Street Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1435,1247,1650
"285","Union Station Drive Northeast, Northeast Washington, Washington","21","400 Butternut Street Northwest, Northwest Washington, Washington","3/18/2019 - 3/18/2019, Every day, Daily Average",1093,860,1388
