"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"285","Union Station Drive Northeast, Northeast Washington, Washington","1","7500 14th Street Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1934,1579,2368
"285","Union Station Drive Northeast, Northeast Washington, Washington","2","5300 43rd Street Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",2154,1807,2566
"285","Union Station Drive Northeast, Northeast Washington, Washington","3","Massachusetts-39th Trail, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1657,1335,2055
"285","Union Station Drive Northeast, Northeast Washington, Washington","4","1600 21st Street Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1193,919,1547
"285","Union Station Drive Northeast, Northeast Washington, Washington","6","800 Mount Vernon Place Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",584,407,837
"285","Union Station Drive Northeast, Northeast Washington, Washington","7","1700 A Street Southeast, Southeast Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",866,636,1178
"285","Union Station Drive Northeast, Northeast Washington, Washington","8","1600 North Portal Drive Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",2132,1841,2467
"285","Union Station Drive Northeast, Northeast Washington, Washington","9","1400 Leegate Road Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1973,1635,2380
"285","Union Station Drive Northeast, Northeast Washington, Washington","11","Joyce Road Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1600,1283,1993
"285","Union Station Drive Northeast, Northeast Washington, Washington","13","7400 9th Street Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1436,1205,1710
"285","Union Station Drive Northeast, Northeast Washington, Washington","14","1300 Dahlia Street Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1879,1517,2326
"285","Union Station Drive Northeast, Northeast Washington, Washington","16","700 Elder Street Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1488,1217,1818
"285","Union Station Drive Northeast, Northeast Washington, Washington","17","6300 31st Street Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1889,1664,2144
"285","Union Station Drive Northeast, Northeast Washington, Washington","18","300 Carroll Street Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1234,1017,1496
"285","Union Station Drive Northeast, Northeast Washington, Washington","19","500 Butternut Street Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1366,1161,1606
"285","Union Station Drive Northeast, Northeast Washington, Washington","20","3200 Patterson Street Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1663,1399,1976
"285","Union Station Drive Northeast, Northeast Washington, Washington","21","400 Butternut Street Northwest, Northwest Washington, Washington","3/20/2019 - 3/20/2019, Every day, Daily Average",1167,972,1401
