"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"285","Union Station Drive Northeast, Northeast Washington, Washington","1","7500 14th Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1568,1296,1896
"285","Union Station Drive Northeast, Northeast Washington, Washington","2","5300 43rd Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",2020,1614,2527
"285","Union Station Drive Northeast, Northeast Washington, Washington","3","Massachusetts-39th Trail, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1495,1162,1922
"285","Union Station Drive Northeast, Northeast Washington, Washington","4","1600 21st Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1072,823,1396
"285","Union Station Drive Northeast, Northeast Washington, Washington","5","2400 Martin Luther King Junior Avenue Southeast, Southeast Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1124,853,1480
"285","Union Station Drive Northeast, Northeast Washington, Washington","6","800 Mount Vernon Place Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",579,395,848
"285","Union Station Drive Northeast, Northeast Washington, Washington","7","1700 A Street Southeast, Southeast Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",728,529,1000
"285","Union Station Drive Northeast, Northeast Washington, Washington","11","Joyce Road Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1430,1172,1744
"285","Union Station Drive Northeast, Northeast Washington, Washington","13","7400 9th Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1424,1044,1941
"285","Union Station Drive Northeast, Northeast Washington, Washington","14","1300 Dahlia Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1647,1216,2230
"285","Union Station Drive Northeast, Northeast Washington, Washington","16","700 Elder Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1412,1041,1914
"285","Union Station Drive Northeast, Northeast Washington, Washington","18","300 Carroll Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1180,895,1555
"285","Union Station Drive Northeast, Northeast Washington, Washington","19","500 Butternut Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1187,1027,1371
"285","Union Station Drive Northeast, Northeast Washington, Washington","20","3200 Patterson Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1645,1371,1973
"285","Union Station Drive Northeast, Northeast Washington, Washington","21","400 Butternut Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1090,853,1392
"285","Union Station Drive Northeast, Northeast Washington, Washington","22","200 Walnut Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1218,908,1632
"285","Union Station Drive Northeast, Northeast Washington, Washington","23","800 Whittier Place Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1501,1090,2066
"285","Union Station Drive Northeast, Northeast Washington, Washington","24","600 Whittier Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1074,920,1252
"285","Union Station Drive Northeast, Northeast Washington, Washington","25","1300 Somerset Place Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1480,1134,1930
"285","Union Station Drive Northeast, Northeast Washington, Washington","26","6600 4th Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1078,827,1403
"285","Union Station Drive Northeast, Northeast Washington, Washington","27","5700 Chevy Chase Parkway Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1778,1522,2076
"285","Union Station Drive Northeast, Northeast Washington, Washington","29","700 Quackenbos Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1345,1039,1739
"285","Union Station Drive Northeast, Northeast Washington, Washington","30","2800 Kanawha Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1514,1274,1798
"285","Union Station Drive Northeast, Northeast Washington, Washington","31","2500 Horse Stable Road, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1426,1194,1702
"285","Union Station Drive Northeast, Northeast Washington, Washington","32","200 Quackenbos Street Northwest, Northwest Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1085,832,1413
"285","Union Station Drive Northeast, Northeast Washington, Washington","33","5900 Sligo Mill Road Northeast, Northeast Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1068,797,1429
"285","Union Station Drive Northeast, Northeast Washington, Washington","35","300 Oglethorpe Street Northeast, Northeast Washington, Washington","3/25/2019 - 3/25/2019, Every day, Daily Average",1197,867,1652
