"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"285","Union Station Drive Northeast, Northeast Washington, Washington","1","7500 14th Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1975,1597,2441
"285","Union Station Drive Northeast, Northeast Washington, Washington","2","5300 43rd Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",2133,1775,2562
"285","Union Station Drive Northeast, Northeast Washington, Washington","3","Massachusetts-39th Trail, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1780,1353,2340
"285","Union Station Drive Northeast, Northeast Washington, Washington","4","1600 21st Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1218,927,1599
"285","Union Station Drive Northeast, Northeast Washington, Washington","5","2400 Martin Luther King Junior Avenue Southeast, Southeast Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1243,786,1965
"285","Union Station Drive Northeast, Northeast Washington, Washington","6","800 Mount Vernon Place Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",593,417,842
"285","Union Station Drive Northeast, Northeast Washington, Washington","7","1700 A Street Southeast, Southeast Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",939,635,1386
"285","Union Station Drive Northeast, Northeast Washington, Washington","8","1600 North Portal Drive Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",2139,1674,2731
"285","Union Station Drive Northeast, Northeast Washington, Washington","11","Joyce Road Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1559,1256,1933
"285","Union Station Drive Northeast, Northeast Washington, Washington","13","7400 9th Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1505,1167,1940
"285","Union Station Drive Northeast, Northeast Washington, Washington","14","1300 Dahlia Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1796,1393,2314
"285","Union Station Drive Northeast, Northeast Washington, Washington","16","700 Elder Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1390,1088,1775
"285","Union Station Drive Northeast, Northeast Washington, Washington","17","6300 31st Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1938,1625,2310
"285","Union Station Drive Northeast, Northeast Washington, Washington","18","300 Carroll Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1206,952,1527
"285","Union Station Drive Northeast, Northeast Washington, Washington","19","500 Butternut Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1331,1035,1710
"285","Union Station Drive Northeast, Northeast Washington, Washington","20","3200 Patterson Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1728,1481,2015
"285","Union Station Drive Northeast, Northeast Washington, Washington","21","400 Butternut Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1175,920,1499
"285","Union Station Drive Northeast, Northeast Washington, Washington","23","800 Whittier Place Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1665,1235,2243
"285","Union Station Drive Northeast, Northeast Washington, Washington","25","1300 Somerset Place Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1535,1192,1975
"285","Union Station Drive Northeast, Northeast Washington, Washington","26","6600 4th Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1140,900,1443
"285","Union Station Drive Northeast, Northeast Washington, Washington","27","5700 Chevy Chase Parkway Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1937,1587,2363
"285","Union Station Drive Northeast, Northeast Washington, Washington","28","0 Tuckerman Street Northwest, Northwest Washington, Washington","3/22/2019 - 3/22/2019, Every day, Daily Average",1382,938,2035
